"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ABSLFC","FC"
"ENSMUSG00000026822",42507.6632579313,7.31239954566212,0.167885579221414,43.5558526204221,0,0,7.31239954566212,158.946732156177
"ENSMUSG00000033831",74604.7239071962,3.06826764471537,0.0770195322961081,39.8375263163005,0,0,3.06826764471537,8.38765571404056
"ENSMUSG00000039196",15896.4145743715,8.66421444411583,0.235285155851747,36.8243139383394,7.53861386764058e-297,3.1327966362625e-293,8.66421444411583,405.684520200537
"ENSMUSG00000001131",1768.13442882348,7.94222268118878,0.224992238040377,35.2999852366617,5.87541518633071e-273,1.83122002819962e-269,7.94222268118878,245.950244868902
"ENSMUSG00000058207",23287.6313208514,6.65046148460399,0.194568219475743,34.1806154289915,4.69380760147989e-256,1.170353987353e-252,6.65046148460399,100.458893856487
"ENSMUSG00000031722",101778.808636328,3.20638474271339,0.0960384069614896,33.3864840552709,2.15387009668989e-244,4.47538308257214e-241,3.20638474271339,9.23034609168358
"ENSMUSG00000024863",1109.81689103062,-3.86285439360104,0.115773858299925,-33.3655148953737,4.33950413237355e-244,7.72865685975729e-241,3.86285439360104,-14.5490635662462
"ENSMUSG00000074115",61760.1599628002,8.33101028308768,0.264267090767099,31.5249630928501,3.95241391413389e-218,6.15934303343839e-215,8.33101028308768,322.020848047659
"ENSMUSG00000060591",2274.20322018385,2.36318575837028,0.0767527391281351,30.7895950713245,3.61140453908801e-208,5.00259782097891e-205,2.36318575837028,5.14505235716406
"ENSMUSG00000032271",3902.81542068054,7.01721240799426,0.22972046529471,30.5467447098883,6.24648912360636e-205,7.78749799040005e-202,7.01721240799426,129.53627995436
"ENSMUSG00000033860",133760.261328079,3.17308444877267,0.103917707714785,30.5345885561832,9.05823044916742e-205,1.02662690008882e-201,3.17308444877267,9.01973125554667
"ENSMUSG00000057465",49361.3367707273,8.33586446663092,0.291247190167256,28.6212700003864,3.65322371379683e-180,3.79539500332542e-177,8.33586446663092,323.106164724292
"ENSMUSG00000037095",4322.50156525388,4.84551156413246,0.172842153226273,28.034316129984,6.20460398270187e-173,5.95021521941109e-170,4.84551156413246,28.7504287176094
"ENSMUSG00000079012",7357.60579167116,1.92073428739415,0.0698770304088658,27.4873485057323,2.48711927123705e-166,2.2147797110366e-163,1.92073428739415,3.78615713409177
"ENSMUSG00000040026",25795.4998397931,7.97684602854745,0.291474368944815,27.3672297753828,6.73581727743764e-165,5.598362266521e-162,7.97684602854745,251.924221623995
"ENSMUSG00000028001",58541.6866111357,3.26591713698433,0.129569797264641,25.2058520267176,3.45557701640156e-140,2.69254241646739e-137,3.26591713698433,9.61920148430647
"ENSMUSG00000025197",95.8062460981299,-4.78453457972732,0.197628584746614,-24.2097295078124,1.75721589763744e-129,1.28865944681447e-126,4.78453457972732,-27.5605845009957
"ENSMUSG00000027870",315.037330069659,-7.51364544193416,0.315165182290443,-23.8403410786979,1.27542949215705e-125,8.83376637706775e-123,7.51364544193416,-182.73959362932
"ENSMUSG00000030111",2808.95382728188,5.86647742417572,0.247381554372321,23.7142879915226,2.56814695728668e-124,1.68510990086805e-121,5.86647742417572,58.3425857996562
"ENSMUSG00000092008",128.138676165966,-6.59083098897662,0.281729233772791,-23.3942033658176,4.89552807183383e-121,3.05162742357762e-118,6.59083098897662,-96.3912970094693
"ENSMUSG00000018459",525.535671085719,-2.97298725535739,0.128029277260237,-23.2211515910879,2.78426669091653e-119,1.65292632550745e-116,2.97298725535739,-7.85160315014162
"ENSMUSG00000021091",15616.9583308239,3.56414731373562,0.156189092156884,22.8194380575284,2.94054145416786e-115,1.66635137768685e-112,3.56414731373562,11.8281071577408
"ENSMUSG00000051439",1682.49376344679,7.59955505549958,0.334633715032924,22.7100698886599,3.56275462619175e-114,1.93116790977098e-111,7.59955505549958,193.951894191598
"ENSMUSG00000042248",237.557456216172,-5.79667735098471,0.255866653593855,-22.6550715756261,1.24342219194293e-113,6.45906019456352e-111,5.79667735098471,-55.5870667868399
