"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ABSLFC","FC"
"ENSMUSG00000056602",52.4409741269535,-0.798153920807899,0.18222314171452,-4.38009087812966,1.18629823923254e-05,0.00259306676252094,0.798153920807899,-1.73887463042522
"ENSMUSG00000058099",274.415459839239,-0.92972101442115,0.211718740409586,-4.39130240725281,1.12673701721809e-05,0.00259306676252094,0.92972101442115,-1.90490759311957
"ENSMUSG00000030589",94.0739639673542,-0.944806573129149,0.216893615792974,-4.35608291039315,1.32410638650025e-05,0.00281187232237194,0.944806573129149,-1.92493078709781
"ENSMUSG00000005142",466.688985481388,-0.660636711371732,0.151852859539028,-4.35050557083479,1.35824004285083e-05,0.00282780250490002,0.660636711371732,-1.58078012290904
"ENSMUSG00000026285",8.38506114538931,1.85510622802855,0.430129886732573,4.31289776704574,1.61128636170644e-05,0.00329012280549981,1.85510622802855,3.61778388386488
"ENSMUSG00000032487",23.3240741050819,2.056318413127,0.478729988390394,4.29536160882848,1.7440881103875e-05,0.00349409953888574,2.056318413127,4.15923561249188
"ENSMUSG00000063193",25.9472155539515,-1.52651637407043,0.355831382761061,-4.2899992750091,1.78673701532068e-05,0.00351325437568056,1.52651637407043,-2.88089359125959
"ENSMUSG00000039270",23.5151915097617,-0.924373018389736,0.215752973359428,-4.28440453911985,1.83229258167497e-05,0.00353732411494997,0.924373018389736,-1.89785927097502
"ENSMUSG00000015854",67.2232074309217,-1.74393176179871,0.409556615295737,-4.25809691912664,2.06174565515143e-05,0.0039092170297139,1.74393176179871,-3.3494675194314
"ENSMUSG00000031659",208.894668901618,-0.647908033700905,0.153290705903747,-4.22666220943449,2.37183309560462e-05,0.00429363690790237,0.647908033700905,-1.56689448717555
"ENSMUSG00000032515",69.666194538621,0.844329332274284,0.199477961261676,4.23269481467523,2.30907745087346e-05,0.00429363690790237,0.844329332274284,1.79542990764442
"ENSMUSG00000038037",52.1069874692541,1.44492343224086,0.34196619458883,4.22533997542708,2.38580314151667e-05,0.00429363690790237,1.44492343224086,2.7224837395301
"ENSMUSG00000025236",98.3493702984359,-0.633417390678108,0.150832017188365,-4.19948895788533,2.67518075094527e-05,0.00459343138144552,0.633417390678108,-1.55123514053804
"ENSMUSG00000040128",109.834911333097,0.67792657645101,0.161453446829111,4.19889813296186,2.68216938829933e-05,0.00459343138144552,0.67792657645101,1.59983883347432
"ENSMUSG00000052609",54.3739786965941,-0.733206438715465,0.174618133859791,-4.19891349488472,2.68198745848049e-05,0.00459343138144552,0.733206438715465,-1.6623295729204
"ENSMUSG00000026825",7.11220256475575,-1.4687038614157,0.352321432922496,-4.16864750246058,3.06412439499629e-05,0.00498259725496747,1.4687038614157,-2.76773124817077
"ENSMUSG00000027381",86.1677837258456,0.81853650323107,0.196176890268783,4.17244101539988,3.01353627728417e-05,0.00498259725496747,0.81853650323107,1.7636160398357
"ENSMUSG00000042622",15.6544996031337,1.28784510552905,0.308350216430044,4.17656624483421,2.95942583856921e-05,0.00498259725496747,1.28784510552905,2.44163086638318
"ENSMUSG00000068747",70.6687903808815,-0.873656737992464,0.209873665415299,-4.16277447798736,3.14403857678301e-05,0.00498259725496747,0.873656737992464,-1.8323012760374
"ENSMUSG00000079481",41.7989560353438,-1.02674360336577,0.246499405329575,-4.16529850038781,3.10945453597057e-05,0.00498259725496747,1.02674360336577,-2.03742026949482
"ENSMUSG00000019872",127.198282408806,-0.7373243768567,0.177557071077553,-4.15260497586522,3.28711881960607e-05,0.0051327393568496,0.7373243768567,-1.66708120022679
"ENSMUSG00000033170",12.3392051296289,-1.20457050189195,0.290369148965795,-4.14841075982851,3.34791303650277e-05,0.00515190443791108,1.20457050189195,-2.30468647384246
"ENSMUSG00000063268",97.8127488283169,0.769463059880182,0.186532064145748,4.12509808114791,3.70576798887207e-05,0.00562112064369195,0.769463059880182,1.70463523682397
"ENSMUSG00000024597",27.1914331883593,-1.42695501236507,0.346823556495925,-4.11435436157244,3.88264598672006e-05,0.00573325717946164,1.42695501236507,-2.68878614243904
"ENSMUSG00000036918",111.458854956178,-0.612710873987585,0.149046459693176,-4.11087170570102,3.94168180543134e-05,0.00573325717946164,0.612710873987585,-1.52912979904091
"ENSMUSG00000051855",10.4983278905106,-1.75931718989269,0.427746632393294,-4.11298899081706,3.90569018478175e-05,0.00573325717946164,1.75931718989269,-3.38537861148921
"ENSMUSG00000029298",107.885457495174,0.930159974798571,0.227191772927517,4.09416222609138,4.23697588581228e-05,0.00599842799407397,0.930159974798571,1.90548727638933
"ENSMUSG00000096630",10.8733285600472,-2.23734875641887,0.546302391443899,-4.0954401654832,4.21367047169021e-05,0.00599842799407397,2.23734875641887,-4.71529736724358
"ENSMUSG00000021069",249.086762150061,-0.753025270772446,0.184718690586195,-4.07660572074628,4.56978831734671e-05,0.00630156004592043,0.753025270772446,-1.68532317948316
"ENSMUSG00000029581",104.323276182138,1.04829189036788,0.257917286621367,4.06444990213789,4.81458783683413e-05,0.0064710498293044,1.04829189036788,2.0680798502604
"ENSMUSG00000029379",120.572126378775,2.11487854887558,0.522525562035504,4.04741643765148,5.1786060329187e-05,0.00687330485719135,2.11487854887558,4.33153552291471
"ENSMUSG00000041797",13.9676429220458,-2.11247898249854,0.524138850998458,-4.0303804582972,5.56866443549358e-05,0.00729976283655196,2.11247898249854,-4.3243370729762
"ENSMUSG00000025810",24.3674243778441,-0.818805536180757,0.204019861927985,-4.01336187782433,5.98600354776294e-05,0.00765775730965626,0.818805536180757,-1.76394494861693
"ENSMUSG00000042129",183.250149692654,-0.873737660633126,0.217658715747513,-4.01425533377985,5.96337648600188e-05,0.00765775730965626,0.873737660633126,-1.83240405508085
"ENSMUSG00000046711",80.1511919703424,0.605426190340318,0.151117687805583,4.00632248370036,6.16714354409725e-05,0.00779556311324103,0.605426190340318,1.52142813595229
"ENSMUSG00000058755",28.5035296268109,0.961114109917664,0.240273678440511,4.0000807252619,6.33208801942941e-05,0.00790989536356487,0.961114109917664,1.94681272531662
"ENSMUSG00000056071",1515.13152613667,-0.708063976995962,0.177336494742962,-3.99277079442816,6.53056871228341e-05,0.00802258493200226,0.708063976995962,-1.63361042384299
"ENSMUSG00000092572",15.1920719005121,-1.85285393855101,0.464232413847513,-3.99122052507007,6.57341202754e-05,0.00802258493200226,1.85285393855101,-3.61214032148951
"ENSMUSG00000025795",46.5435588142938,-0.858975563766219,0.215397550093799,-3.98786134471893,6.66716090500602e-05,0.00804453573742658,0.858975563766219,-1.81374993647918
"ENSMUSG00000078920",96.4527688750953,0.886784703892028,0.222845022063247,3.97937856399746,6.90956424527706e-05,0.00824334305127549,0.886784703892028,1.84905059832114
"ENSMUSG00000000157",30.8898589207201,-0.948366544728791,0.239235594406942,-3.96415318999567,7.36569435744503e-05,0.00868988252081681,0.948366544728791,-1.92968658129101
